link,headline,source,date,description,category
https://edition.cnn.com/2024/09/15/style/red-carpet-looks-emmy-awards/index.html,Best red carpet looks from the 2024 Primetime Emmy Awards,CNN,2024-09-15,"Red carpet season is underway, and some of the biggest names in television descended on LA’s Peacock Theater for the 76th Primetime Emmy Awards on Sunday.",style
https://edition.cnn.com/2024/09/11/style/glenn-lowry-moma-steps-down/index.html,"Glenn Lowry, director of New York’s Museum of Modern Art, to step down after 30 years",CNN,2024-09-11,"Glenn Lowry, the longest-serving director of New York’s Museum of Modern Art (MoMA), is stepping down after three decades in the role, he announced Tuesday.",style
https://edition.cnn.com/2024/09/10/style/lady-gaga-blood-performance-2009-vmas/index.html,Remember when Lady Gaga ‘bled’ onstage during her shocking performance at the 2009 VMAs?,CNN,2024-09-10,"Singing about the perils of fame, being dragged out from beneath a fallen chandelier then bleeding to death in front of a roomful of celebrities: Lady Gaga was not shy about making her debut at the MTV Video Music Awards.",style
https://edition.cnn.com/2024/08/16/style/chidimma-adetshina-pageant-intl-scli/index.html,Miss South Africa finalist at center of nationality row to compete in Nigerian pageant instead,CNN,2024-08-16,"Chidimma Adetshina, who quit the Miss South Africa beauty pageant last week after being embroiled in a row over her nationality, has accepted an invitation to compete for the title of Miss Universe Nigeria instead.",style
https://edition.cnn.com/2024/09/05/style/konstantin-chaykin-thinking-worlds-thinnest-watch/index.html,Independent Russian watchmaker upends race to design world’s thinnest wristwatch,CNN,2024-09-05,"In recent years, the giants of European horology have been locked in a heated battle to design the world’s thinnest mechanical watch.",style
https://edition.cnn.com/2024/08/07/style/underground-bunkers-super-rich/index.html,"Operating theaters, bowling alleys and home cinemas: Not happy with safe rooms, the super-rich are building luxury fortresses",CNN,2024-08-07,"Few things appear to soothe the existential anxieties of the super-rich like a bunker designed to withstand anything short of total nuclear Armageddon. Yet it’s no longer enough for the security-conscious billionaire to stick an impenetrable safe room in the basement where it might sit empty forever. In today’s uber-prime properties, bunkers have gone seriously upmarket and hi-tech, in some cases growing to the extent that whole homes are becoming 21st century fortresses.",style
https://edition.cnn.com/2024/07/08/style/olympic-mascot-design-history/index.html,Fun or frightening? A brief history of Olympic mascot design,CNN,2024-07-08,"For more than fifty years, athletes competing in the Olympic Games have often been cheered on by either a furry, feathered or slimy friend. The Olympic mascot – a cartoonish encapsulation of the host city’s culture and history – is so important, designs are often selected and finalized years before the Games take place.",style
https://edition.cnn.com/2024/09/14/style/video/alicia-keys-swizz-beatz-art-collection-giants-blackwell-digvid,CNN gets inside look at Alicia Keys and Swizz Beatz’s art collection ‘Giants’,CNN,2024-09-14,CNN gets inside look at Alicia Keys and Swizz Beatz’s art collection ‘Giants’,style
https://edition.cnn.com/2024/09/05/style/plaid-school-uniforms-dress-codes/index.html,Dress Codes: How did plaid become popular for school uniforms?,CNN,2024-09-05,"As students return to school, one patterned textile now synonymous with uniforms will make its seasonal reappearance on pleated skirts, jumpers and ties: plaid. The design has long been a mainstay in both classrooms and in pop culture, bringing to mind the hilarious Irish teens of “Derry Girls,” the bold ‘90s fashion of “Clueless” or the provocative outfits of the early 2000s pop duo t.A.T.u.",style
https://edition.cnn.com/2024/05/03/style/steve-mccurry-shaolin-monks-photo-intl-hnk-snap/index.html,China’s Shaolin monks are known for their incredible acrobatics. This photographer captured them in action,CNN,2024-05-03,"A young Shaolin monk runs horizontally across a wall, intense concentration, and perhaps a hint of astonishment, visible in his face. Four other trainees at a martial arts academy near the Shaolin Temple in China’s Henan province lounge nonchalantly, seemingly unaware of the gravity-defying action taking place above their heads. Their bright orange robes and Feiyue sneakers stand in contrast to the earthen wall behind them.",style
https://edition.cnn.com/2024/08/22/style/diamond-botswana-scli-intl/index.html,"Huge 2,492-carat diamond, believed to be world’s second-largest, unearthed in Botswana",CNN,2024-08-22,"A massive 2,492-carat rough diamond, believed to be the second biggest ever found, has been unearthed in Botswana, according to a mining company.",style
https://edition.cnn.com/style/article/reuben-wu-landscape-photography/index.html,How this photographer makes sublime landscapes of the American West,CNN,2023-01-16,"The first time Reuben Wu saw the warm sandstone hues and vast, open skies of the American West, he was watching the landscapes pass him by from the window of a tour bus.",style
https://edition.cnn.com/2024/08/22/style/thin-eyebrows-return/index.html,"Thin eyebrows are back, but should they be?",CNN,2024-08-22,Good news for anyone who permanently decimated their eyebrows in the 1990s with a pair of tweezers and bad lighting: the barely-there brow is making a comeback.,style
https://edition.cnn.com/style/antakya-turkey-earthquake-architecture-c2e-spc/index.html,An earthquake ravaged this city ‘beyond imagination.’ Now it’s being rebuilt to withstand any natural disaster,CNN,2024-08-16,"The earthquake itself could be measured in seconds, but for the people of Antakya, Turkey, the reverberations were scarcely quantifiable.",style
https://edition.cnn.com/2024/09/03/style/china-detains-artist-gao-brothers-mao-intl-hnk/index.html,"An artist made scathing sculptures of Mao over a decade ago. Now, he’s detained for slandering China’s heroes, family says",CNN,2024-09-03,"A prominent Chinese artist known for his scathing political critiques of Mao Zedong and the Cultural Revolution has been detained in China, according to his brother and artistic partner.",style
https://edition.cnn.com/style/milwaukee-tallest-timber-tower-c2e-spc/index.html,"This city is developing the world’s tallest timber tower, again",CNN,2024-08-29,"The US city of Milwaukee is already home to the world’s tallest timber tower. But another, even taller, wooden skyscraper could be added to its skyline, designed by Vancouver-based studio Michael Green Architects (MGA).",style
https://edition.cnn.com/2024/09/02/style/chidimma-adetshina-wins-nigeria-intl-scli/index.html,Beauty queen at center of South Africa xenophobia spat crowned Miss Universe Nigeria,CNN,2024-09-02,"Chidimma Adetshina, a beauty pageant contestant who faced a wave of hostility in South Africa after questions arose about her nationality, has been crowned Miss Universe Nigeria.",style
https://edition.cnn.com/2024/08/27/style/naomi-osaka-us-open-outfit/index.html,Look of the Week: Naomi Osaka’s subversive US Open walk-on look reclaims girl power,CNN,2024-08-27,"For her highly-anticipated return to the US Open, Naomi Osaka is hoping to evoke a touch of magic. The 26-year-old tennis player’s new looks for the court might surprise you.",style
https://edition.cnn.com/2024/08/28/style/adam-sandler-dad-fashion-advice-intl-scli/index.html,"Adam Sandler, Hollywood’s ultimate dad dresser, doles out fashion advice",CNN,2024-08-28,"There’s dadcore, and then there’s Adam Sandler core. And while there is a family resemblance, the two should not be confused.",style
https://edition.cnn.com/2024/08/28/style/dali-prints-discovered-garage-gbr-scli-intl/index.html,Signed Dalí prints ‘tucked away and forgotten’ for 50 years found in garage,CNN,2024-08-28,"Ten signed Salvador Dalí lithographs have been discovered in a garage in London, where they have been stashed for half a century.",style
https://edition.cnn.com/2024/08/13/style/banksy-london-zoo-mural/index.html,Banksy London Zoo mural offers clue to why wild animals have been appearing all over city,CNN,2024-08-13,Workers arriving at the London Zoo early Tuesday were surprised to discover an unexpected exhibit that suggested the animals were being set free.,style
https://edition.cnn.com/2024/07/27/science/tycho-brahe-alchemy-lab-tungsten/index.html,Surprising element found in traces of Tycho Brahe’s alchemy lab confounds scientists,CNN,2024-07-27,"While Danish astronomer Tycho Brahe is best known for his celestial discoveries made in the 16th century — before the invention of the telescope — he was also an alchemist who brewed secret medicines for elite clients. But what exactly Brahe worked on in his alchemical laboratory, located beneath his castle residence and observatory called Uraniborg, has been something of a historical enigma.",science
https://edition.cnn.com/2024/05/24/world/thomas-midgley-jr-leaded-gas-freon-scn/index.html,"Once celebrated, an inventor’s breakthroughs are now viewed as disasters — and the world is still recovering",CNN,2024-05-24,"Facing a crowd of journalists, inventor Thomas Midgley Jr. poured a lead additive over his hands and then proceeded to inhale its fumes for about a minute. Unfazed, he said, “I could do this every day without getting any health problems whatsoever.”",science
https://edition.cnn.com/2024/08/29/science/prehistoric-sea-cow-demise/index.html,"Prehistoric sea cow was eaten by a croc and a shark, newly discovered fossil reveals",CNN,2024-08-29,A rare fossil has provided a snapshot of what was an exceptionally unlucky day for a prehistoric sea cow.,science
https://edition.cnn.com/2024/09/13/science/boeing-starliner-astronauts-suni-williams-butch-wilmore/index.html,Boeing Starliner astronaut: ‘We found some things that we just could not get comfortable with’,CNN,2024-09-13,The two NASA astronauts who piloted the first crewed test flight of Boeing’s Starliner capsule — and were left behind on the space station as the beleaguered spacecraft returned to Earth — took questions on Friday for the first time in weeks.,science
